"X.."	"X.logFC."	"X.logCPM."	"X.LR."	"X.PValue."	"X.FDR."	"Mouse"	"Human"	"Drosophila"	"Aplysia.clifornica"	"Saccoglossus.kowalevskii"	"Cluster"
"PladumEVm016589"	"PladumEVm016589"	1.23075564431034	1.22647803591613	8.8265774855326	0.00296874647423716	0.0385594918451198	"sp|Q9DC37|MFSD1_MOUSE Major facilitator superfamily domain-containing protein 1 OS=Mus musculus OX=10090 GN=Mfsd1 PE=1 SV=1"	"NP_001276335.1 major facilitator superfamily domain-containing protein 1 isoform 3 [Homo sapiens]"	"gi|21356765|ref|NP_648103.1| CG8602, isoform A [Drosophila melanogaster]"	"XP_005106021.1 major facilitator superfamily domain-containing protein 1 [Aplysia californica]"	"XP_002740942.1 PREDICTED: major facilitator superfamily domain-containing protein 1-like [Saccoglossus kowalevskii]"	6
"PladumEVm109515"	"PladumEVm109515"	-1.02535369046154	1.92591476700827	8.81999899508396	0.0029794682971759	0.0386608760621158	"."	"."	"."	"."	"."	3
"PladumEVm021782"	"PladumEVm021782"	1.22855252093343	1.00197081614988	8.81982956571871	0.00297974495726739	0.0386608760621158	"sp|P21761|TRFR_MOUSE Thyrotropin-releasing hormone receptor OS=Mus musculus OX=10090 GN=Trhr PE=2 SV=1"	"NP_001305412.1 probable G-protein coupled receptor 139 isoform 2 [Homo sapiens]"	"gi|24652604|ref|NP_610637.1| uncharacterized protein Dmel_CG13229, isoform A [Drosophila melanogaster]"	"XP_012937947.1 sex peptide receptor [Aplysia californica]"	"XP_006819787.1 PREDICTED: growth hormone secretagogue receptor type 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm123253"	"PladumEVm123253"	1.11292886592532	1.73281871456709	8.81975191910038	0.00297987175463745	0.0386608760621158	"."	"."	"."	"."	"."	0
"PladumEVm109571"	"PladumEVm109571"	-1.76688272379848	1.51382696290926	8.81069826048205	0.00299469407310521	0.0388008221432256	"."	"."	"."	"."	"."	0
"PladumEVm012647"	"PladumEVm012647"	1.14961738685412	0.808053199405855	8.81045063490787	0.00299510052721255	0.0388008221432256	"sp|Q5F226|FAT2_MOUSE Protocadherin Fat 2 OS=Mus musculus OX=10090 GN=Fat2 PE=1 SV=1"	"."	"."	"XP_035824775.1 EGF-like domain-containing protein 1 [Aplysia californica]"	"XP_006817813.1 PREDICTED: neurogenic locus protein delta-like [Saccoglossus kowalevskii]"	0
"PladumEVm026873"	"PladumEVm026873"	1.06566561880617	2.34432929395214	8.80833884438183	0.00299856911053056	0.0388313588409293	"sp|Q9JJX7|TYDP2_MOUSE Tyrosyl-DNA phosphodiesterase 2 OS=Mus musculus OX=10090 GN=Tdp2 PE=1 SV=1"	"NP_057698.2 tyrosyl-DNA phosphodiesterase 2 [Homo sapiens]"	"."	"XP_005099468.1 tyrosyl-DNA phosphodiesterase 2 isoform X2 [Aplysia californica]"	"XP_002732161.1 PREDICTED: tyrosyl-DNA phosphodiesterase 2-like [Saccoglossus kowalevskii]"	1
"PladumEVm021813"	"PladumEVm021813"	1.58245677788125	0.958761201119715	8.80545854777305	0.00300330653253384	0.0388782982364579	"."	"."	"."	"."	"."	3
"PladumEVm044464"	"PladumEVm044464"	-1.46862942751251	0.182564207390978	8.79542017438285	0.00301987684450149	0.03903495267112	"sp|Q8R367|RERG_MOUSE Ras-related and estrogen-regulated growth inhibitor OS=Mus musculus OX=10090 GN=Rerg PE=2 SV=1"	"NP_116307.1 ras-related and estrogen-regulated growth inhibitor isoform 1 [Homo sapiens]"	"gi|17137290|ref|NP_477211.1| Ras-related protein interacting with calmodulin, isoform A [Drosophila melanogaster]"	"XP_005108168.1 ras-related and estrogen-regulated growth inhibitor [Aplysia californica]"	"XP_006819169.1 PREDICTED: ras-related and estrogen-regulated growth inhibitor-like isoform X2 [Saccoglossus kowalevskii]"	9
"PladumEVm121034"	"PladumEVm121034"	1.63795970262323	1.07696071522444	8.78972225999468	0.00302932366456768	0.0391425811820748	"."	"."	"."	"."	"."	0
"PladumEVm036828"	"PladumEVm036828"	1.16216166033527	4.25590098402341	8.77876351792545	0.00304757712396578	0.039363880641124	"."	"."	"."	"."	"."	0
"PladumEVm079791"	"PladumEVm079791"	-1.56264156036357	0.199515845658317	8.77590893790248	0.00305235018098421	0.0394109619266103	"."	"."	"."	"."	"."	0
"PladumEVm012291"	"PladumEVm012291"	1.33704403564203	0.670622200850111	8.75985447720747	0.00307933618631562	0.0397153661918352	"sp|O88597|BECN1_MOUSE Beclin-1 OS=Mus musculus OX=10090 GN=Becn1 PE=1 SV=3"	"NP_003757.1 beclin-1 isoform a [Homo sapiens]"	"."	"."	"XP_006820081.1 PREDICTED: LOW QUALITY PROTEIN: beclin-1-like [Saccoglossus kowalevskii]"	0
"PladumEVm180670"	"PladumEVm180670"	-2.67352266562463	0.441579494657635	8.75126038951451	0.0030938815046311	0.0398472074878285	"."	"."	"."	"."	"."	1
"PladumEVm058098"	"PladumEVm058098"	-1.29667543255965	4.37226449739072	8.75111956006709	0.00309412043603076	0.0398472074878285	"."	"."	"."	"."	"."	0
"PladumEVm159716"	"PladumEVm159716"	-1.16627115272159	4.87528857476246	8.73797160438505	0.00311651005586024	0.0400617162772998	"."	"."	"."	"."	"."	0
"PladumEVm056965"	"PladumEVm056965"	-1.2685594069657	1.49159233832471	8.73609105687192	0.00311972586453661	0.0400883052523151	"sp|Q8BI17|SH2D7_MOUSE SH2 domain-containing protein 7 OS=Mus musculus OX=10090 GN=Sh2d7 PE=2 SV=2"	"NP_001356738.1 hematopoietic SH2 domain-containing protein isoform 6 [Homo sapiens]"	"gi|442626798|ref|NP_001260244.1| Btk family kinase at 29A, isoform H [Drosophila melanogaster]"	"XP_035829712.1 unconventional myosin-VIIa [Aplysia californica]"	"XP_006819085.1 PREDICTED: myosin-IIIb-like [Saccoglossus kowalevskii]"	1
"PladumEVm109227"	"PladumEVm109227"	-1.76899118957796	0.915068371241068	8.7330779727481	0.00312488538478428	0.0401398420805066	"."	"."	"."	"."	"."	0
"PladumEVm006083"	"PladumEVm006083"	-1.11526013809051	1.4947370664798	8.72632452904192	0.00313648130930901	0.0402444070752654	"sp|Q9QUN7|TLR2_MOUSE Toll-like receptor 2 OS=Mus musculus OX=10090 GN=Tlr2 PE=1 SV=1"	"XP_016864065.1 toll-like receptor 2 isoform X1 [Homo sapiens]"	"gi|386771470|ref|NP_001246845.1| Toll-9, isoform B [Drosophila melanogaster]"	"XP_012934819.1 toll-like receptor 4 [Aplysia californica]"	"XP_002741806.2 PREDICTED: toll-like receptor 13-like [Saccoglossus kowalevskii]"	3
"PladumEVm092644"	"PladumEVm092644"	-1.67479535727355	1.934000025951	8.69723586682483	0.00318692956840612	0.040805349240438	"."	"."	"."	"."	"."	7
"PladumEVm089067"	"PladumEVm089067"	-1.3700394248838	3.28257955278058	8.6970776424451	0.00318720621875713	0.040805349240438	"."	"."	"."	"."	"."	0
"PladumEVm073274"	"PladumEVm073274"	-1.16829036083803	1.77656733819914	8.69344075413982	0.00319357193527825	0.0408569058391383	"."	"."	"."	"."	"."	1
"PladumEVm011641"	"PladumEVm011641"	1.23925853346896	3.89456491031151	8.69047188408511	0.00319877798372143	0.0409085300048473	"sp|Q7TM99|MOT9_MOUSE Monocarboxylate transporter 9 OS=Mus musculus OX=10090 GN=Slc16a9 PE=2 SV=1"	"XP_016858969.1 monocarboxylate transporter 14 isoform X1 [Homo sapiens]"	"gi|24639306|ref|NP_477334.2| monocarboxylate transporter 1, isoform A [Drosophila melanogaster]"	"XP_005106012.2 monocarboxylate transporter 12 [Aplysia californica]"	"XP_006821307.1 PREDICTED: monocarboxylate transporter 12-like [Saccoglossus kowalevskii]"	1
"PladumEVm046695"	"PladumEVm046695"	1.05722571144229	2.89274130128524	8.67551117179483	0.0032251438036019	0.0412072804301286	"sp|P68372|TBB4B_MOUSE Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1"	"NP_006079.1 tubulin beta-4B chain [Homo sapiens]"	"gi|24655737|ref|NP_523795.2| beta-Tubulin at 56D, isoform B [Drosophila melanogaster]"	"XP_012938662.1 tubulin beta-4B chain, partial [Aplysia californica]"	"XP_002741245.2 PREDICTED: tubulin beta-4B chain-like [Saccoglossus kowalevskii]"	0
"PladumEVm085226"	"PladumEVm085226"	-1.01347022844196	1.8716456892798	8.67282202156514	0.00322990635799382	0.0412462347375534	"."	"."	"."	"."	"."	1
"PladumEVm020056"	"PladumEVm020056"	-1.36167622205538	1.79432817531598	8.67036157461797	0.00323427013409144	0.0412868703745053	"sp|P58242|ASM3B_MOUSE Acid sphingomyelinase-like phosphodiesterase 3b OS=Mus musculus OX=10090 GN=Smpdl3b PE=1 SV=1"	"NP_055289.2 acid sphingomyelinase-like phosphodiesterase 3b isoform 1 precursor [Homo sapiens]"	"gi|442631433|ref|NP_729555.4| uncharacterized protein Dmel_CG32052, isoform C [Drosophila melanogaster]"	"XP_005095075.2 acid sphingomyelinase-like phosphodiesterase 3b [Aplysia californica]"	"XP_002733390.1 PREDICTED: acid sphingomyelinase-like phosphodiesterase 3b-like [Saccoglossus kowalevskii]"	0
"PladumEVm038812"	"PladumEVm038812"	2.11100247154892	-0.174700684226378	8.66786015713286	0.00323871271656081	0.0413284819590643	"tr|Q8R3C7|Q8R3C7_MOUSE RNA helicase OS=Mus musculus OX=10090 GN=Ddx19b PE=1 SV=1"	"NP_001307455.1 ATP-dependent RNA helicase DDX19A isoform 4 [Homo sapiens]"	"gi|62862008|ref|NP_001015151.1| dead box protein 80, isoform B [Drosophila melanogaster]"	"XP_035826542.1 ATP-dependent RNA helicase DDX19A [Aplysia californica]"	"XP_006812019.1 PREDICTED: ATP-dependent RNA helicase DDX19A-like [Saccoglossus kowalevskii]"	0
"PladumEVm016429"	"PladumEVm016429"	-1.55443626193997	0.667949032958527	8.66076252470829	0.00325135208961378	0.0414443599631579	"."	"."	"."	"XP_035827940.1 uncharacterized protein LOC118478439 [Aplysia californica]"	"XP_002739487.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Saccoglossus kowalevskii]"	0
"PladumEVm090692"	"PladumEVm090692"	1.84653466915763	0.769223789288377	8.65943503492178	0.0032537216254708	0.0414594383195931	"sp|Q69ZQ1|MYORG_MOUSE Myogenesis-regulating glycosidase OS=Mus musculus OX=10090 GN=Myorg PE=1 SV=2"	"XP_016870419.1 myogenesis-regulating glycosidase isoform X1 [Homo sapiens]"	"gi|24650054|ref|NP_651391.1| target of brain insulin [Drosophila melanogaster]"	"XP_035829386.1 myogenesis-regulating glycosidase-like [Aplysia californica]"	"XP_002740469.1 PREDICTED: uncharacterized family 31 glucosidase KIAA1161-like [Saccoglossus kowalevskii]"	0
"PladumEVm110066"	"PladumEVm110066"	-2.02553088036206	-0.143731524609353	8.65660254724384	0.00325878341387508	0.0414936711725151	"."	"."	"."	"."	"."	0
"PladumEVm071964"	"PladumEVm071964"	-1.67425785127544	3.33252033061755	8.65195174726975	0.00326711197633529	0.0415607991945234	"."	"."	"."	"."	"."	7
"PladumEVm059076"	"PladumEVm059076"	-2.73774439656822	0.0126029464580133	8.65092884610135	0.00326894666825516	0.0415607991945234	"."	"."	"."	"."	"."	5
"PladumEVm062822"	"PladumEVm062822"	2.2936345478099	0.883446178094908	8.64981232997068	0.00327095046474623	0.0415607991945234	"tr|E9Q7A5|E9Q7A5_MOUSE TraB domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Trabd PE=1 SV=8"	"XP_011529017.2 traB domain-containing protein isoform X3 [Homo sapiens]"	"gi|21357445|ref|NP_650253.1| uncharacterized protein Dmel_CG46280, isoform A [Drosophila melanogaster]"	"XP_005109413.1 traB domain-containing protein [Aplysia californica]"	"XP_006823528.1 PREDICTED: protein PFC0760c-like [Saccoglossus kowalevskii]"	4
"PladumEVm036829"	"PladumEVm036829"	1.48826215281404	3.54659817401317	8.64967746663349	0.00327119258664928	0.0415607991945234	"sp|Q3U0B3|DHR11_MOUSE Dehydrogenase/reductase SDR family member 11 OS=Mus musculus OX=10090 GN=Dhrs11 PE=1 SV=1"	"NP_077284.2 dehydrogenase/reductase SDR family member 11 precursor [Homo sapiens]"	"gi|24641388|ref|NP_572746.1| CG9360 [Drosophila melanogaster]"	"XP_005098794.2 dehydrogenase/reductase SDR family member 11 [Aplysia californica]"	"XP_002737692.1 PREDICTED: dehydrogenase/reductase SDR family member 11-like [Saccoglossus kowalevskii]"	1
"PladumEVm050577"	"PladumEVm050577"	-1.68349852310438	2.73952345840683	8.64256819316562	0.00328398178016699	0.0417051366291829	"."	"."	"."	"."	"."	9
"PladumEVm045314"	"PladumEVm045314"	1.17111955902726	1.83236568896994	8.64137449674771	0.00328613415209767	0.0417051366291829	"sp|Q9JHF7|HPGDS_MOUSE Hematopoietic prostaglandin D synthase OS=Mus musculus OX=10090 GN=Hpgds PE=1 SV=3"	"NP_055300.1 hematopoietic prostaglandin D synthase [Homo sapiens]"	"gi|24654347|ref|NP_725653.1| glutathione S transferase S1, isoform A [Drosophila melanogaster]"	"XP_012945673.1 probable glutathione S-transferase 6 [Aplysia californica]"	"XP_002731491.1 PREDICTED: S-crystallin SL11-like [Saccoglossus kowalevskii]"	1
"PladumEVm108868"	"PladumEVm108868"	1.98176541314319	-0.392130977334597	8.63994561521736	0.00328871247525555	0.0417227034033964	"."	"."	"."	"."	"."	4
"PladumEVm007147"	"PladumEVm007147"	1.0638660759419	0.914489118416672	8.63923222481749	0.00329000051093405	0.0417238939569963	"sp|O88839|ADA15_MOUSE Disintegrin and metalloproteinase domain-containing protein 15 OS=Mus musculus OX=10090 GN=Adam15 PE=1 SV=2"	"NP_001248395.1 disintegrin and metalloproteinase domain-containing protein 15 isoform 9 preproprotein [Homo sapiens]"	"gi|161077854|ref|NP_996475.2| mind-meld, isoform B [Drosophila melanogaster]"	"XP_005107366.1 disintegrin and metalloproteinase domain-containing protein 22 isoform X2 [Aplysia californica]"	"XP_006821011.1 PREDICTED: disintegrin and metalloproteinase domain-containing protein 12-like [Saccoglossus kowalevskii]"	8
"PladumEVm026603"	"PladumEVm026603"	1.24015505326901	4.86435316989396	8.63651637178822	0.00329490871217432	0.0417709780459573	"tr|E9Q623|E9Q623_MOUSE cDNA sequence BC051665 OS=Mus musculus OX=10090 GN=BC051665 PE=3 SV=1"	"NP_666023.1 cathepsin L1 isoform 1 preproprotein [Homo sapiens]"	"gi|24653516|ref|NP_725347.1| cysteine proteinase-1, isoform A [Drosophila melanogaster]"	"XP_005096720.1 cathepsin L1 isoform X1 [Aplysia californica]"	"XP_002732425.1 PREDICTED: cathepsin L-like [Saccoglossus kowalevskii]"	1
"PladumEVm131751"	"PladumEVm131751"	-2.34249752761992	1.03151494713368	8.63266481332943	0.0033018821710806	0.0418442006439554	"."	"."	"."	"."	"."	0
"PladumEVm021271"	"PladumEVm021271"	3.34229530394741	0.798298624587536	8.62411184285063	0.00331742148710986	0.0420258844590759	"sp|Q8CD19|LANC3_MOUSE LanC-like protein 3 OS=Mus musculus OX=10090 GN=Lancl3 PE=2 SV=2"	"NP_001163802.1 lanC-like protein 3 isoform 2 [Homo sapiens]"	"gi|18859671|ref|NP_572682.1| CG2061, isoform A [Drosophila melanogaster]"	"XP_005108703.1 lanC-like protein 3 isoform X1 [Aplysia californica]"	"XP_002742235.1 PREDICTED: lanC-like protein 3-like, partial [Saccoglossus kowalevskii]"	0
"PladumEVm032522"	"PladumEVm032522"	1.82009629888262	1.83452583455556	8.62234047949767	0.00332064903787687	0.0420362886718768	"."	"."	"."	"."	"."	1
"PladumEVm084591"	"PladumEVm084591"	-9.31891497719524	-0.214482688502119	8.61204183505395	0.00333947722877047	0.0422287350329394	"."	"."	"."	"."	"."	0
"PladumEVm015372"	"PladumEVm015372"	1.6766344695562	0.272911365058941	8.60302691538579	0.00335604754020712	0.0424229178752882	"sp|Q9JL04|FMN2_MOUSE Formin-2 OS=Mus musculus OX=10090 GN=Fmn2 PE=1 SV=2"	"XP_016857330.1 formin-2 isoform X4 [Homo sapiens]"	"gi|221330686|ref|NP_001137785.1| cappuccino, isoform G [Drosophila melanogaster]"	"XP_005090840.2 formin [Aplysia californica]"	"XP_006814762.1 PREDICTED: formin-1-like [Saccoglossus kowalevskii]"	0
"PladumEVm152753"	"PladumEVm152753"	-1.66363555171728	0.904239733541399	8.59129670518453	0.00337773402367197	0.0426507586024846	"."	"."	"."	"."	"."	1
"PladumEVm028082"	"PladumEVm028082"	1.70791914973559	0.405450602370984	8.58763788959082	0.00338452744302581	0.0427210998308811	"."	"."	"."	"."	"."	8
"PladumEVm081648"	"PladumEVm081648"	2.05302445557123	-0.367439065581761	8.58257257841426	0.0033939552703109	0.0427838134407183	"tr|E9PXQ6|E9PXQ6_MOUSE Equilibrative nucleoside transporter 1 (Fragment) OS=Mus musculus OX=10090 GN=Slc29a1 PE=1 SV=1"	"NP_001167569.1 equilibrative nucleoside transporter 3 isoform b [Homo sapiens]"	"gi|24580625|ref|NP_722628.1| equilibrative nucleoside transporter 1, isoform A [Drosophila melanogaster]"	"XP_012936591.1 equilibrative nucleoside transporter 3 [Aplysia californica]"	"XP_002734201.1 PREDICTED: equilibrative nucleoside transporter 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm096007"	"PladumEVm096007"	1.27964757868233	1.54277554232064	8.57781605055725	0.00340283267783327	0.0428747100363566	"."	"."	"."	"."	"."	0
"PladumEVm015576"	"PladumEVm015576"	1.35221347069018	1.59895745634973	8.57585204072758	0.00340650511515671	0.0429055090910095	"sp|Q9EP75|CP4FE_MOUSE Leukotriene-B4 omega-hydroxylase 3 OS=Mus musculus OX=10090 GN=Cyp4f14 PE=1 SV=1"	"NP_001306091.1 cytochrome P450 4B1 isoform d [Homo sapiens]"	"gi|17933518|ref|NP_525043.1| cytochrome P450-4d2, isoform A [Drosophila melanogaster]"	"XP_035826712.1 cytochrome P450 4F22 [Aplysia californica]"	"XP_002741860.1 PREDICTED: cytochrome P450 4F6-like [Saccoglossus kowalevskii]"	1
"PladumEVm034951"	"PladumEVm034951"	-3.1662078625223	-0.331747440216186	8.5744654584673	0.00340910026577659	0.0429227222291778	"."	"."	"."	"."	"."	9
"PladumEVm073525"	"PladumEVm073525"	-1.19750109400446	1.80402013336054	8.56762525054818	0.0034219319567261	0.0430687610360422	"sp|E9Q555|RN213_MOUSE E3 ubiquitin-protein ligase RNF213 OS=Mus musculus OX=10090 GN=Rnf213 PE=1 SV=2"	"XP_016880394.1 E3 ubiquitin-protein ligase RNF213 isoform X2 [Homo sapiens]"	"."	"."	"XP_006819936.1 PREDICTED: E3 ubiquitin-protein ligase RNF213-like [Saccoglossus kowalevskii]"	11
"PladumEVm090729"	"PladumEVm090729"	-2.84380135180679	5.38620579795085	8.56045690809147	0.00343543189691314	0.0432008092418468	"."	"."	"."	"."	"."	0
"PladumEVm048778"	"PladumEVm048778"	1.89538706944738	0.886958824629972	8.55850017566487	0.0034391263548553	0.0432228905439889	"sp|P14602|HSPB1_MOUSE Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3"	"NP_001876.1 alpha-crystallin B chain isoform 1 [Homo sapiens]"	"gi|19920346|ref|NP_608326.1| uncharacterized protein Dmel_CG14207, isoform A [Drosophila melanogaster]"	"XP_005113030.1 major egg antigen [Aplysia californica]"	"XP_006817559.1 PREDICTED: alpha-crystallin A chain-like [Saccoglossus kowalevskii]"	0
"PladumEVm072397"	"PladumEVm072397"	1.85545217323338	1.26288365235072	8.555776470069	0.003444275640907	0.0432720412145451	"."	"."	"."	"."	"."	9
"PladumEVm058933"	"PladumEVm058933"	-1.35653605736987	2.78448068130394	8.55117020488716	0.00345300183233652	0.0433349249353468	"."	"."	"."	"."	"."	2
"PladumEVm121208"	"PladumEVm121208"	1.36007500014251	2.7224859037445	8.54874606322825	0.0034576031930649	0.0433770908303392	"."	"."	"."	"."	"."	0
"PladumEVm065151"	"PladumEVm065151"	2.31273537674527	1.59202419052358	8.53981247766797	0.00347461427515884	0.0435592207247129	"sp|Q8C6I2|SDHF2_MOUSE Succinate dehydrogenase assembly factor 2, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf2 PE=1 SV=1"	"NP_060311.1 succinate dehydrogenase assembly factor 2, mitochondrial [Homo sapiens]"	"gi|45550404|ref|NP_610586.3| uncharacterized protein Dmel_CG12895, isoform A [Drosophila melanogaster]"	"XP_005103998.1 succinate dehydrogenase assembly factor 2, mitochondrial [Aplysia californica]"	"XP_002734153.1 PREDICTED: succinate dehydrogenase assembly factor 2-A, mitochondrial-like [Saccoglossus kowalevskii]"	3
"PladumEVm019222"	"PladumEVm019222"	-2.2456426669476	1.10550864725899	8.53807797097017	0.00347792692517259	0.0435851107742486	"."	"."	"."	"."	"."	7
"PladumEVm014344"	"PladumEVm014344"	2.61199355642259	-0.601579671464434	8.5353320815687	0.0034831777323381	0.0436352623844249	"sp|O55071|CP2BJ_MOUSE Cytochrome P450 2B19 OS=Mus musculus OX=10090 GN=Cyp2b19 PE=2 SV=1"	"NP_898898.1 cytochrome P450 2U1 [Homo sapiens]"	"gi|24643092|ref|NP_728191.1| cytochrome P450-18a1, isoform A [Drosophila melanogaster]"	"XP_005100923.1 cytochrome P450 2B4 [Aplysia californica]"	"XP_006822041.1 PREDICTED: cytochrome P450 2U1-like [Saccoglossus kowalevskii]"	1
"PladumEVm035271"	"PladumEVm035271"	2.67316226723629	0.217434832857449	8.53392163625872	0.00348587797866703	0.0436526907218204	"sp|Q6P6J4|ALKB2_MOUSE DNA oxidative demethylase ALKBH2 OS=Mus musculus OX=10090 GN=Alkbh2 PE=1 SV=1"	"XP_005253892.1 DNA oxidative demethylase ALKBH2 isoform X1 [Homo sapiens]"	"."	"XP_005105094.2 DNA oxidative demethylase ALKBH2 [Aplysia californica]"	"XP_006825635.1 PREDICTED: alpha-ketoglutarate-dependent dioxygenase alkB homolog 2-like [Saccoglossus kowalevskii]"	0
"PladumEVm033870"	"PladumEVm033870"	1.80153099055008	-0.373379224831249	8.53330052887651	0.00348706774105157	0.0436526907218204	"tr|D3YTW7|D3YTW7_MOUSE Adhesion G protein-coupled receptor L3 OS=Mus musculus OX=10090 GN=Adgrl3 PE=1 SV=1"	"XP_016863427.1 adhesion G protein-coupled receptor L3 isoform X11 [Homo sapiens]"	"gi|386770286|ref|NP_001246532.1| methuselah-like 10, isoform C [Drosophila melanogaster]"	"XP_012945513.1 uncharacterized protein LOC101846851 [Aplysia californica]"	"XP_006821924.1 PREDICTED: uncharacterized protein LOC102805739 [Saccoglossus kowalevskii]"	0
